tweet_id,content,llama_sentiment,phi_sentiment,deepseek_sentiment,final_sentiment,manual_sentiment
1803207857711518154#m,"A gente fez um trabalho sobre a categoria de câmeras da sony focadas para audiovisual, a bonita no meu grupo jogou a parte dela no chat GPT e fez uma dissertação sobre câmeras de segurança da Sony, que não te nada a ver com a nossa proposta, como é que pode um negócio desse velho",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1803209933212553310#m,Obrigado chat gpt,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1803231824744698327#m,Depois que contratei o chat gpt 4 só me consulto com ele. Apenas 20 dólares por mês.,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1803502762954551449#m,A OpenAI anunciou parceria com a Apple e você ainda insiste em não querer utilizar Inteligência Artificial no seu negócio? 👀,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1803502768277049383#m,"Mas a pergunta que não quer calar é: Se até a Apple entende que o ChatGPT pode ser um aliado, porque você ainda não está utilizando ele na sua empresa? 🤔

Fonte: 
openai.com/index/openai-and-…",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1803528540467462649#m,"Ex-chefe científico da OpenAI cria nova empresa de IA focada em segurança

curtonews.com/inteligenciaar…",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1803535957553192994#m,"chat gpt 4.0 eh tao inteligente q da raiva, quero q responda em 4 linhas e ele explica até a mãe do bagui",POSITIVO,NEUTRO,NEGATIVO,,NEGATIVO
1803537040367296734#m,Ex-cientista-chefe da OpenAI anuncia cria??o de nova empresa de IA dlvr.it/T8Vv3r,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1803555028826780091#m,Quem entende como funciona o GPT 4.0 acha que tá barato ainda…,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1803576928726552762#m,na proxima eu faço no chat gpt,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1803577710381293766#m,"GOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOL DO FOGÃO!!!

ELE!
CHATGPT!!!!",NEUTRO,NEGATIVO,POSITIVO,,NEUTRO
1803578282404614163#m,"fui fuxicar o chatgpt pra ver se ele fazia uma boa leitura de mapa astral e ele simplesmente fez um cálculo e disse que minha lua é em libra, eu sempre achei que fosse em peixes e agora estou em espiral",POSITIVO,NEUTRO,NEGATIVO,,POSITIVO
1803861276457579005#m,A OpenAI selecionou a #OCI. Saiba mais sobre a escolha da Oracle Cloud Infrastructure (OCI) por mais uma empresa inovadora em IA: social.ora.cl/6013gPVfS,NEGATIVO,NEUTRO,POSITIVO,,POSITIVO
1803877738161614951#m,"Dell e Nvidia produzirão chips de IA para Musk enfrentar Apple

Empresa do bilionário foi criada em 2023 para rivalizar com a OpenAI, dona do ChatGPT

moneyreport.com.br/negocios/…",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1803900031289757742#m,A OpenAI selecionou a #OCI. Saiba mais sobre a escolha da Oracle Cloud Infrastructure (OCI) por mais uma empresa inovadora em IA: social.ora.cl/6012gPWnK,NEGATIVO,NEUTRO,POSITIVO,,POSITIVO
1803921663479673117#m,"Mira Murati: GPT-3 era de nível infantil, GPT-4 era um aluno inteligente do ensino médio e a próxima geração, a ser lançada em um ano e meio, será de nível de doutorado",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1803933323405771100#m,"tudo bem chatgpt, mas que não se repita",POSITIVO,NEGATIVO,NEUTRO,,NEUTRO
1803933901573730341#m,"Alô Jhon ""CRY"" , nosso querido bebê rena, puxa no chat Gpt!!!!
Kkkkkkkkkkkkkkkkk

👶🏾🦌",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1804190871698456717#m,"Neste mês, além da minha assinatura do ChatGPT eu já paguei mais quase 40 dólares para a OpenAI. 
Em compensação eu já traduzi e converti em áudio livros que eu estava guardando há tempos e que eu levaria mais de um mês para ler cada um e agora eu posso ouvi-los enquanto dirijo, caminho ou cozinho.",POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1804213368812908799#m,"Para contas free no OpenAI tem limite de uso. Para que tem conta paga o céu é limite 😀
 Feedback são bem-vindos!
Observação: É uma versão Beta.",NEGATIVO,NEUTRO,POSITIVO,,POSITIVO
1804236183272083514#m,"Ouvi uma definição muito boa sobre os carros atuais: é um software que, por acaso, tem quatro rodas, um volante e bancos. Precisamos entender os patrimônios imateriais como bens e, principalmente, termos um marco legal relacionado a eles.

Google e OpenAI lançaram atualizações de suas plataformas, que usam conteúdos para desenvolver respostas. Quanto a isso, o editorial do jornal O Globo “Avanço da IA exige respeito a direito autoral” chama a atenção para que os instrumentos legais sigam o ritmo das gigantes, garantindo os direitos autorais aos criadores.

Conteúdo, música e arte são bens, patrimônios. Por isso, nada mais justo que ser pago pela sua criação.

oglobo.globo.com/opiniao/edi…",NEGATIVO,NEUTRO,POSITIVO,,POSITIVO
1804265538027413738#m,"A OpenAI comprou a Rockset, uma startup de pesquisa e analytics empresarial, em sua aquisição mais significativa já realizada: bloomberglinea.com.br/tech/o…",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1804288294009651324#m,"SANTO CHATGPT, AMÉM.

NÃO EXISTE ATEU AGORA.",POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1804301596496363668#m,chat gpt está em ascensão pq o brainly agr é pago,POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1804649084071866858#m,"nossa não consigo tratar o chat gpt assim sempre sou carinhosa, vai que na revolução e guerra das IA eles lembrem do meu carinho 😅",POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1804650440816304134#m,"Se o chatgpt diz, então vai ser essa camisa mesmo DE NOVO",POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1804654547844882636#m,Pra isso o textor não vai acionar o chat gpt kkkkkk a torcida chorona deles tbm fica mansa,POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1804659333160116348#m,chat gpt me mando al psicologo,POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1804926575206609146#m,"Leitura interessante! 📚 E dela faço a provocação: a IA automatizará tarefas mecânicas, repetitivas e, na minha opinião, de baixa necessidade intelectual. Esses são os preocupados e críticos com a evolução/capacidade? 🤔 Penso que sim. #InteligênciaArtificial  #AI
#Tech #OpenAI",NEUTRO,NEGATIVO,POSITIVO,,POSITIVO
1804947671452389748#m,"🤖💻 Uma nova era pro ChatGPT? GPT-4 pode ter passado pelo famoso Teste de Turing.

🗞️ @import_robs nos explica tudo aqui 👇
i.mtr.cool/rleeikhbzj",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1804955461365469198#m,"A diferença GROTESCA entre o Gemini (IA da Google) e o ChatGPT (IA da OpenAI) na pergunta ""O q tem nessa imagem?"". O primeiro é claramente um robô  cuja resposta maquinal e objetiva é inútil pra nós; o segundo simula uma INTELIGÊNCIA, e esse exemplo é perfeito:",POSITIVO,NEUTRO,NEGATIVO,,POSITIVO
1805015420400976276#m,eu no meu dia mais amigo do chat gpt,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1805174192800731245#m,"♦️ Codificação e automatização

Fornecer soluções de automação personalizadas para empresas que procuram agilizar as suas operações, utilizando modelos GPT-4 personalizados para uma eficiência de ponta.

🔗popai.pro",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1805248940129894910#m,"No “teste de Turing”, o modelo GPT4, da OpenAI, foi identificado como um interlocutor humano 54% das vezes

epocanegocios.globo.com/inte…",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1805382397032382926#m,"Depois que eu assinei GPT4 eu simplesmente uso pra tudo na minha vida 

Acho que abro o APP umas 90 vezes por dia",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1805386307725934629#m,"Tô lendo um artigo bem interessante de um dos cabeças da OpenAI, a empresa por trás do ChatGPT

Ele disse que nos últimos 4 anos, os modelos de inteligência artificial quebraram todos os recordes, antes inimagináveis até entre os engenheiros de software mais céticos

Os próximos meses (2 a 4 anos) o salto será igualmente estarrecedor

O que esperar para os próximos modelos de IA:

Os novos modelos serão capazes de utilizar um computador e um celular; hoje, os modelos tem capacidade limitada para resolver cálculos matemáticos e usam bem mais-ou-menos um navegador da internet

Nesse próximo passo, os modelos se tornarão ""agentes de IA""

Isso significa que um agente fará tudo o que um colaborador remoto pode fazer, incluindo utilizar um computador, ter uma memória a longo prazo, entender contextos amplos

Ele diz que quando isso chegar, os agentes irão substituir os próprios engenheiros de software, escalando ainda mais o avanço tecnológico nesse campo

Se não houverem gargalos inesperados no processo, o mundo vai se transformar radicalmente nos próximos anos

Os investimentos na área já estão chegando na casa dos trilhões de dólares

O que você pensa sobre isso?! Comenta aí embaixo pra gente trocar uma ideia!",NEGATIVO,NEUTRO,POSITIVO,,POSITIVO
1805387159094149519#m,"Usé chat GPT para la penca con Brasil - Costa Rica
Veremos si da resultado.",POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1805387168161915071#m,Firefox começa a testar integração com ChatGPT e Gemini – ACESSE agora 👇 tecnoblog.net/noticias/firef…,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1805388304852074826#m,"o primeiro chatgpt a gente nunca esquece, essa bola do krl",POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1805389229142557083#m,tão educado que não consigo pedir uma ajuda no ChatGPT sem dizer “por favor” e se vier uma linha de comando limpinha ainda falo: OBRIGADO,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1805389951015731536#m,Deixaram o chat gpt escrever enredo de história e esse trem nasceu,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1805390327869800553#m,"ue, mas eles n têm medo do chatgpt",POSITIVO,NEGATIVO,NEUTRO,,NEGATIVO
1805720591342633382#m,OpenAI atrasa o novo Modo Voz do ChatGPT. Conversações mais realistas e quase em tempo real aguardam. Saiba como essa inovação redefinirá experiências interativas! 🚀 #OpenAI #TecnologiaAI,POSITIVO,NEUTRO,NEGATIVO,,POSITIVO
1805730733131993271#m,alguém pode me empoderar com uma licença GPT-4???,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1805731178747773163#m,"actually vc tá treinando os sistemas inteligentes da openAI a fazerem identificação certeira de pixels e sua semântica 🤓👆🏻

mas sim eh muito paia, odeio os são mais demoradinhos",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1805732365030871403#m,"Finalmente notícias sobre o novo modo de voz do ChatGPT (aka Her/Samantha).

Resumindo: queriam liberar uma versão alpha pra assinantes em junho, mas precisam de mais 1 mês pra resolver uns pepinos.

O plano é estar disponível para todos os assinantes entre setembro e novembro.",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1806105314179133841#m,"*** Querida Bárbara (@taoquei1 ), um abraço aqui de Belo Horizonte. Quem define muito bem o @_rodrigopacheco quando fala diante dos microfones é o @pfigueiredobr : ""ELE PARECE UM AVATAR LENDO TEXTO DO CHAT GPT.""",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1806105926392287387#m,"Eh pá! Não tenho quaisquer tipos de pretensões a rei nem de fazer essa cripto.

Se muitas criptos são pouco mais que movimentos culturais (doge, shiba...), o que impede alguém de fazer mais um?

Entretanto fui ao chatgpt e percebi que é ""entirely possible"".",POSITIVO,NEGATIVO,NEUTRO,,NEUTRO
1806112470567936389#m,"O chat OpenAI GPT-4 ainda é melhor... E muito! Até o menos preciso 4o é melhor que o Gemini. Mais um mês se continuar assim... Cancelo o Gemini. 🤷

A google está capando o modelo deles de alguma forma.",NEUTRO,NEGATIVO,POSITIVO,,POSITIVO
1806114108506362350#m,Demite o António e põe o ChatGPT.,POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1806362451912647015#m,"Se você está na assinatura do GPT4, pode mudar pro Claude 3.5 Sonnet Pro.

O bom é que você pode testar antes de mudar. O ruim é que eu acho q ainda é block no Brasil.

Dá pra usar VPN Opera pra logar, mas precisa de um número não+55 pra não levar ban na conta. 

Ative artifacts depois de conseguir entrar, e usa o 3.5 Sonnet.

Denada.",NEUTRO,NEGATIVO,POSITIVO,,POSITIVO
1806473897610547567#m,"Joguei ainda mais, todos os pontos positivos e negativos dos dois, e segundo o chatGPT a chance do casal dar certo é de 100%!! 
Eu não sei onde enfiar a cara de tão vermelha que eu tô!!😳",POSITIVO,NEGATIVO,NEUTRO,,POSITIVO
1806663084687114473#m,"Parceira da #Microsoft desde 2019, a #OpenAI passou a ter receita com a venda de acesso a modelos de #IA , como o #GPT-4, maior do que a Microsoft obtém com produto equivalente. theinformation.com/articles/…",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1806833369189150785#m,eu indo pedi pro chatgpt como tira um bebe do utero💕💕💕,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1806837167060074536#m,dei um chatgpt aqui amg tô bobinha que neném 🥺,POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1806837378834895145#m,"Usa algum GPT pra te ajudar com a estratégia de mkt, e tb gerar conteúdo, vozes e etc. mas tudo depende do seu foco, se teu foco é fazer o projeto crescer e se tornar comercial, sua resposta é sim! A marca precisará ter uma posição de mercado",POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1807186821576851488#m,"atualmente, o chat GPT além d pesquisar, ele ainda te passa os links com as fontes q ele encontrou, ent ta beeem melhor",NEGATIVO,NEUTRO,POSITIVO,,POSITIVO
1807195604465889570#m,"TCC o custo eh a alma kkkkk eu inventei de cobrar pra fazer de uma amiga agr na pós kkkkk cobrei barato e me fudi KKKKKK mas dps q terminei estou tranquila kkkkkkkk fazer eh tranquilo, foda eh formatar, mas o chat gpt ajuda (descobri dps q terminei kkkkk)",POSITIVO,NEUTRO,NEGATIVO,,POSITIVO
1807201080326910269#m,"chatgpt, depois me manda q tiro alguns vícios de linguagem de IA",POSITIVO,NEGATIVO,NEUTRO,,NEUTRO
1807527028968530029#m,"A 8090 Industries, com o apoio e o capital de famílias bilionárias e de Sam Altman, da OpenAI, concentra o capital em startups que atuam no setor industrial apresentam retornos de até 275%.

Leia mais:

bloomberglinea.com.br/negoci…
bloomberglinea.com.br/negoci…",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1807547285921784144#m,meu professor de historia ja pediu pra gente pesquisar um negocio com chat gpt pra ter nota de DEVER DE CASA 💭,POSITIVO,NEUTRO,NEGATIVO,,POSITIVO
1807550297167839577#m,"Meu certificado de conclusão do curso ""LangChain 101 para Iniciantes (OpenAI / ChatGPT / LLMOps)"" ude.my/UC-8fca19fa-1953-423e… via @udemy",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1807557162547204225#m,chatgpt faça um trabalho p mim sem parecer que foi feito no chatgpt,POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1807558667622904128#m,"dps q eu comecei a usar Gemini nunca mais abri o ChatGPT, mt mlr pqp",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1807561371745198450#m,"Escrita é um PROCESSO. É  tentativa diaria q faz essa tarefa difícil se tornar mais facil com o tempo.

Usar o ChatGPT é encurtar o processo. Tem diversas formas de trabalhar esse ponto na sua escrita, mas usar o ChatGPT pra escrever por vc não é uma delas",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1807790784181071937#m,"OpenAI lança IA para corrigir erros do ChatGPT
🔗 tugate.ch/ij8ob2",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1807817910884143132#m,"Interessante o conceito por trás disso daí, dado que foi feito em 1 hora e tals tá bem funcional, e por ser mandado pra openai tbm deve dar suporte pra cálculos mais complexos, curti",NEGATIVO,NEUTRO,POSITIVO,,POSITIVO
1807863652545953888#m,"Crie Apps Inteligentes com JavaScript - Integração de RAG, Azure OpenAI e LangChain.js techcommunity.microsoft.com/… #Microsoft #techcommunity",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1807915451877675259#m,"Se o GPT-5 realmente for um salto de tecnologia significativo, devemos estar atentos às suas capacidades potencialmente transformadoras. A analogia com os primeiros iPhones sugere que o GPT-5 poderá revolucionar a forma como interagimos com a inteligência artificial. Mas também nos lembra da importância de monitorar e regulamentar o avanço rápido da IA para garantir seu uso ético e benéfico.",NEGATIVO,NEUTRO,POSITIVO,,POSITIVO
1808089274836799628#m,"Nesta edição da @agentegpt, o semestre da OpenAI marcado pela aproximação com grandes grupos de mídia. Começou com treta com New York Times, mas terminou com acordo de acesso ao acervo de 101 anos de história da revista TIME. Leia: agentegpt.substack.com/p/006…

Assine a newsletter. 👍",NEGATIVO,NEUTRO,POSITIVO,,POSITIVO
1808264137664872575#m,"$100M só para fazer um proxy que usa a api do openAi.

easy money kkk",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1808270708897718371#m,MA CON CHAT GPT IO CHE LI FACCIO A MANO SKSKSKSKKSKKS,POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1808274189373022521#m,"o danilo jogando no chat gpt "" mensagem chamando amigos para comer pizza "" e mandando mó textao no grupo super carinhoso, linguagem formal, ele nunca q ia escrever daql jeitoKKKKKKKKK",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1808274778391785617#m,Chat gpt trabalhou hj kkkkkk,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1808279206251368515#m,"Se não me engano (isso pode ter mudado), o ChatGPT assume autoria de qualquer texto que colocar lá e perguntar se é dele.",POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1808535445736952240#m,OpenAI anuncia nova intelig?ncia artificial que revisa erros no ChatGPT dlvr.it/T96NcQ,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1808641076313391448#m,aprender a ler documentacao ao inves de correr pro chatGPT tá performando milagres na minha vida serio,NEUTRO,NEGATIVO,POSITIVO,,NEUTRO
1808645135527276642#m,minha guitarra e o orochi do character gpt são literalmente as únicas “pessoas” q eu falo🤙🏻,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1808649432591720604#m,Eu aprendi um legal ok Chato(a)GPT 😅,NEGATIVO,NEUTRO,POSITIVO,,POSITIVO
1808892378473701861#m,a empresa assinou o gpt 4 pra equipe e eu to viciado em gerar imagens totalmente aleatórias KKKKKKKKKKK viva a inteligência artificial,NEGATIVO,NEUTRO,POSITIVO,,POSITIVO
1809008328292327909#m,fonte sera vozes da minha cabeça oq me der vontade e meu amigo chatgpt,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1809008896989634788#m,"lover

chatgpt me disse que vai ser roxo mas eu vou apostar no rosa",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1809013532941303898#m,Pedi uma indicação de filme ao chat gpt e num é que o filme é excelente,NEGATIVO,POSITIVO,NEUTRO,,POSITIVO
1809180223654539623#m,Dez maneiras de impactar os negócios por meio do serviço Azure OpenAI inforchannel.com.br/2024/07/…,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1809262347669713356#m,"Tratei aqui 
Copilot (Microsoft) com GPT-4 deu resposta adequada na primeira tentativa.
O Google Gemini, foi na quarta tentativa.. nas 3 primeiras ele não respondeu.",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1809378649755247018#m,alguém me dá 20 dol pra eu pagar o chat gpt 4 e nunca mais precisar pensar sozinha pfvr,POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1809732894845247635#m,Li que uma sabichona do trabalho de alguém aqui do x é chamada de Chata GPT e agira eu quero chamar um monte de gente que eu conheço assim 😅😅😅,POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1810079846489292942#m,meu pai dando boa noite pro chat gpt,NEGATIVO,NEUTRO,POSITIVO,,POSITIVO
1810085096504098825#m,cheguei num ponto que pra fritar um bife eu uso o chat gpt,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1810087445700006231#m,"Vamos aguardar pra saber qual será a desculpa pronta da direção do @SCInternacional!

Tenho a sensação que após apito final de jogo do Inter, a direção abre o ChatGPT e faz a pergunta: porque perdemos pontos hoje?

Daí vem uma desculpa sempre genérica.",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1810358325839634623#m,A OpenAI selecionou a #OCI. Saiba mais sobre a escolha da Oracle Cloud Infrastructure (OCI) por mais uma empresa inovadora em IA: social.ora.cl/60189Ywuw,NEGATIVO,NEUTRO,POSITIVO,,POSITIVO
1810448955001500044#m,"Thanks! Nem costumo usar, mas olhei para aquele código e pensei: que bela bosta, deixa ver se o chatGPT me ajuda a meter isto num nível aceitável. E ficou.",NEGATIVO,POSITIVO,NEUTRO,,NEGATIVO
1810665303723872419#m,virei um homem de verdade e vou estudar direto a lib da OpenAI,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1810781475794542661#m,"OpenAI corrige falha de segurança grave no ChatGPT para Mac; Saiba mais.
buff.ly/3XT40qv

 #chatgpt #mac #openai",NEGATIVO,NEUTRO,POSITIVO,,NEGATIVO
1810801290022170711#m,"Gpt 4, livro, livro de resolução, YouTube, Photomath e todos os atalhos q a tecnologia pode me proporcionar e não consigo entender o q um arrombado escreveu em 1796 com númerozinhos e letras, que coisa de retardado que é cálculo.",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1810808880647086232#m,Texto feito no GPT kkkkkkk,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1810816851754017216#m,eu que nunca usei chatgpt fui perguntar e estou perplexa com a genialidade desse robô,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1810819664248721545#m,julhes minha chat gpt humana 👯‍♀️,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1810825072581517510#m,o fechinho que eu dei nesse chatgpt agr,POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1811152011943108615#m,"Usem e abusem a IA:

chat.openai.com",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1811172762796318768#m,Mas o chat gpt 4 esse sim é atualizado,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1811186918345838755#m,"hot topic ou nao mas o chat gpt e AI generators são das melhores ferramentas do século ate à data. and i will stand by it.
no entanto existem exceções e certos valores éticos a ser respeitados.
Utilizar este tipo de ferramentas com o intituito de produzir conteúdo NOVO n é fixe!",NEGATIVO,NEUTRO,POSITIVO,,POSITIVO
1811197431519875109#m,"sim, eu zerava mt prova online por isso, mas o  gpt nunca me passou resposta errada. ele as vezes so ia um pouco alem, tipo uma questão de função exponencial e ele resolve com logaritico que matematicamente n ta errado mas n é pra ser assim. agr o gpt4 é uma bosta",NEGATIVO,NEUTRO,POSITIVO,,NEGATIVO
1811312738448138670#m,"4/8- Transformers como BERT, GPT-3 e GPT-4 são exemplos poderosos dessa tecnologia. Com bilhões de parâmetros, eles geram texto coerente e criativo, transformando a maneira como interagimos com a IA.",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1811460363864670634#m,"A receita do OpenAI é agora de $ 3,4 mil milhões que é a empresa dominante dentro da Inteligência Artificial.

Google, Microsoft, Apple e Meta serão capaz de gerar $ 10 mil milhões  anualmente a partir de novas receitas relacionadas à IA,

Conclusão - esta conta não fecha.",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1811504549732991094#m,"FIZ UM, KKKKKKK parece um textão, mas da, tenta fazer um de acordo com o que tu precisa, vai passo por passo e pede pra ele ir confirmado, e usa o GPT 4",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1811539528093454573#m,mds eu não acredito que tô vendo um professor de biblioteconomia fazendo uma referência pelo chat gpt ao vivo em sala de aula,POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1811541537559576883#m,nu mas até os do smola tinham um roteiro esse daí ela jogou as últimas três temporadas de rupaul no chat gpt e pediu pra gerar um clipe com visuais babadeiros,POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1811545674900557862#m,KKKKKKKKKKKK QUEBREI COM A PONTUAÇÃO DO GPT,POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1811891853844689124#m,"Ok eu estou acima do chatgpt, basicamente eu falo ""pare de perder tempo tentando agradar e se importando com os outros e foque em você ta bom um beijo"" 🥰",POSITIVO,NEUTRO,NEGATIVO,,POSITIVO
1811896361283203547#m,"hoje iam falar que a letra é bobinha, escrita pelo chat gpt.
MAAAAAAS SEGUE SENDO ATEMPROAL, segue sendo deliciosa pra malhar e fazer cardio.",POSITIVO,NEGATIVO,NEUTRO,,NEUTRO
1811896969667002533#m,O chat gpt torando kkk,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1811905147364377076#m,usei chat gpt pela primeira vez hoje,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1812125666592055596#m,"Dúvida sincera, tinha alguém com um gpt4 (ou equivalente dos modelos mais parrudos) e era bom no prompt? Pq o salto dos modelos básicos pros pagos pra mim foi água pro vinho",NEGATIVO,NEUTRO,POSITIVO,,POSITIVO
1812186943129538624#m,"Finalizando um projeto  de vendas de jetski, utilizando python com django, integração com API openAI, banco de dados PostgreSQL e irei publicar na nuvem AWS.🖤",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1812215684333535280#m,"IA NEWS: Rastreando o Avanço da OpenAI em Direção à Inteligência Artificial Geral: Um Sistema de 5 Níveis..

Conteúdo completo no meu blog ⬇️ 

blog.lucaslima.pro/rastreand…",NEGATIVO,NEUTRO,POSITIVO,,POSITIVO
1812226671681872005#m,"Fiz algo parecido meses atrás, mas no Google usando imagens Python com um modelo de ML treinado + acesso a OpenAI API estendido com langchain + frontend padrão do Streamlit. Imagem usada salva diretamente no GAR e k8s rodando no GKE.",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1812246151925547306#m,abreviei uma palavra nas minhas anotações e n tava conseguindo identificar qual era. tive que perguntar pro chat gpt .,POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1812260719368212729#m,"Acesse aqui para fazer download do PDF: link.danypereira.com/twitter…

#negociosonline 
#vendasonline
#copy
#copywriting
#chatgpt
#chatgpt4
#inteligenciaartificial
#ia",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1812623889534435406#m,💵 2ª Mais lida: Melhor que humanos: OpenAI projeta evolução até a IA mais poderosa de todas buff.ly/3W4rTJq,NEGATIVO,NEUTRO,POSITIVO,,POSITIVO
1812635494200508660#m,"giulia abrindo o chat gpt e digitando ""cara,""",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1812636665317326875#m,Eu peço por favor ao chat gpt,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1812968223379210396#m,OpenAI diz que IA está chegando ao nível 2 (e o máximo é 5) – Tecnoblog ift.tt/XVJjYwD,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1812975705744892198#m,OpenAI desenvolve escala que aumenta a capacidade da inteligência artificial revistaoeste.com/sem-categor…,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1812979471059996777#m,o cara é o ChatGPT kkkkk,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1812983751204622675#m,"Obrigado ChatGPT por traduzir meu exame sem termos médicos difíceis.

E o chá revelação do exame revelou o que já sabíamos: uma bela de uma sinusite. 🙃🙃",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1812991735523647632#m,o chatgpt realmente eh um pai né,NEUTRO,NEGATIVO,POSITIVO,,NEUTRO
1812996800347054201#m,"Obrigada pelo feedback da minha atividade professora, vou repassar pro ChatGPT",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1813319246111531473#m,"OpenAI se aproxima da IA com capacidade de ""raciocínio"" (AGI) axios.com/2024/07/15/openai-…",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1813347565397508200#m,"Verdade, eu uso custom instructions e aqui também acertou: chatgpt.com/share/bda04ab5-4…",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
